trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
46,True,"{'a': 0.0, 'e': 0.0}",25,16,19.421927982957882,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0.0, 'e': 0.0}",20,2,30.640440740195462,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0.0, 'e': 0.0}",30,23,14.124129673676268,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0.0, 'e': 0.0}",20,0,29.558304091182233,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
50,True,"{'a': 0.0, 'e': 0.0}",20,12,13.502492671583438,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0.0, 'e': 0.0}",20,9,21.130958597527382,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0.0, 'e': 0.0}",35,21,25.245809684929576,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0.0, 'e': 0.0}",20,12,16.84283271676195,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0.0, 'e': 0.0}",20,3,28.97633431299708,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0.0, 'e': 0.0}",30,16,25.427473601532114,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0.0, 'e': 0.0}",20,12,14.252950190173378,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0.0, 'e': 0.0}",30,18,22.92986065605919,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0.0, 'e': 0.0}",30,16,28.88504610770083,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0.0, 'e': 0.0}",20,7,26.040860674973004,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0.0, 'e': 0.0}",20,12,15.593516972862657,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0.0, 'e': 0.0}",20,14,12.911481473844313,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0.0, 'e': 0.0}",30,19,24.28669835888432,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0.0, 'e': 0.0}",25,7,29.631224890824317,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0.0, 'e': 0.0}",20,16,7.543990364988032,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0.0, 'e': 0.0}",20,13,14.923089733553242,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0.0, 'e': 0.0}",20,12,16.27394379739512,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0.0, 'e': 0.0}",20,8,21.499387880181946,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0.0, 'e': 0.0}",35,7,45.997165190910444,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0.0, 'e': 0.0}",25,12,25.01747021568216,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0.0, 'e': 0.0}",25,18,9.237071387095039,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0.0, 'e': 0.0}",25,11,26.48627929821019,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0.0, 'e': 0.0}",30,17,27.461691950101557,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0.0, 'e': 0.0}",25,12,25.210400239772312,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0.0, 'e': 0.0}",30,23,13.488547086176515,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0.0, 'e': 0.0}",20,13,13.345195295677438,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0.0, 'e': 0.0}",20,6,25.245732011940497,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0.0, 'e': 0.0}",25,10,27.323200559604746,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0.0, 'e': 0.0}",20,6,27.77262126396118,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0.0, 'e': 0.0}",25,6,29.535645377353042,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0.0, 'e': 0.0}",25,15,17.90407984382104,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0.0, 'e': 0.0}",20,16,8.221532510104325,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0.0, 'e': 0.0}",25,9,28.353769877737125,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0.0, 'e': 0.0}",25,13,24.075245111084726,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0.0, 'e': 0.0}",30,13,30.27663527303594,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0.0, 'e': 0.0}",20,10,20.118325393015585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0.0, 'e': 0.0}",35,14,38.954027468111846,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0.0, 'e': 0.0}",20,10,17.52935190753226,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0.0, 'e': 0.0}",20,13,14.245217448746832,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0.0, 'e': 0.0}",20,12,15.434028069578812,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0.0, 'e': 0.0}",20,2,31.140394360673348,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0.0, 'e': 0.0}",30,14,31.31248128796807,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0.0, 'e': 0.0}",30,17,26.25052452894526,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0.0, 'e': 0.0}",25,16,17.400225304445453,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'a': 0.0, 'e': 0.0}",25,12,28.029336027482202,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'a': 0.0, 'e': 0.0}",20,12,12.656042495885734,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0.0, 'e': 0.0}",20,9,22.53335454197521,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'a': 0.0, 'e': 0.0}",25,7,32.52111025816242,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0.0, 'e': 0.0}",25,15,18.928633012740967,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0.0, 'e': 0.0}",30,20,21.66062223403405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0.0, 'e': 0.0}",20,10,19.231198401164463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
